id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
8029177,2,1.0,1.0,1.0,100.00,,30.00,4,85.0,10.0,10.0,10.0,10.0,10.0
7343707,5,2.0,2.0,2.0,225.00,150.00,50.00,14,100.0,10.0,10.0,10.0,10.0,10.0
8882345,6,1.0,2.0,3.0,200.00,300.00,75.00,0,,,,,,
7676574,6,1.5,2.0,4.0,250.00,300.00,75.00,4,100.0,10.0,10.0,10.0,10.0,10.0
3354761,9,1.5,0.0,4.0,95.00,375.00,100.00,9,84.0,9.0,10.0,9.0,9.0,7.0
3561237,15,4.0,4.0,7.0,172.00,750.00,150.00,19,97.0,10.0,9.0,10.0,10.0,9.0
1831338,2,1.0,1.0,1.0,99.00,,15.00,17,79.0,8.0,9.0,9.0,9.0,8.0
1840671,2,1.0,1.0,1.0,99.00,,15.00,11,87.0,8.0,10.0,10.0,10.0,8.0
5559643,5,1.0,2.0,3.0,175.00,,95.00,13,93.0,9.0,9.0,10.0,10.0,9.0
8327083,12,3.5,5.0,7.0,350.00,500.00,250.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8087037,2,1.0,1.0,1.0,69.00,100.00,25.00,0,,,,,,
1696015,10,2.0,3.0,3.0,375.00,995.00,195.00,15,95.0,9.0,10.0,10.0,10.0,9.0
6855839,3,1.0,1.0,1.0,144.00,300.00,60.00,28,99.0,10.0,10.0,10.0,10.0,10.0
3345341,4,1.0,1.0,1.0,999.00,95.00,85.00,54,94.0,9.0,10.0,10.0,10.0,9.0
4410493,6,2.0,2.0,3.0,138.00,,99.00,10,94.0,9.0,9.0,10.0,10.0,9.0
19619,4,1.0,1.0,2.0,145.00,,96.00,17,98.0,10.0,9.0,10.0,10.0,9.0
7597244,2,1.0,1.0,1.0,125.00,,40.00,4,95.0,10.0,10.0,10.0,9.0,10.0
5736082,1,1.0,1.0,1.0,45.00,,10.00,6,80.0,9.0,10.0,9.0,10.0,8.0
3697351,2,1.0,1.0,1.0,35.00,,,108,87.0,7.0,10.0,10.0,10.0,9.0
6958436,4,1.0,1.0,2.0,225.00,500.00,60.00,2,90.0,5.0,9.0,9.0,10.0,7.0
9652574,1,1.0,1.0,1.0,50.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
7109376,4,1.0,0.0,1.0,120.00,,149.00,0,,,,,,
3534364,2,1.0,1.0,1.0,100.00,,25.00,10,89.0,7.0,9.0,9.0,10.0,8.0
6671901,5,1.0,1.0,2.0,120.00,,10.00,28,83.0,9.0,9.0,9.0,10.0,9.0
6370313,3,1.0,1.0,1.0,249.00,,100.00,4,55.0,7.0,5.0,6.0,10.0,7.0
9863484,3,1.0,0.0,1.0,95.00,250.00,60.00,2,100.0,9.0,10.0,10.0,10.0,10.0
7249631,3,1.0,1.0,1.0,150.00,300.00,60.00,19,97.0,10.0,10.0,10.0,10.0,9.0
9183838,2,1.0,1.0,1.0,130.00,200.00,61.00,1,20.0,4.0,2.0,2.0,6.0,2.0
6222245,4,1.0,0.0,1.0,130.00,,164.00,2,100.0,10.0,9.0,8.0,10.0,7.0
10292753,4,1.0,1.0,2.0,105.00,250.00,50.00,0,,,,,,
7760836,6,1.0,0.0,3.0,105.00,150.00,50.00,6,93.0,9.0,10.0,10.0,10.0,10.0
7324993,3,1.0,1.0,1.0,175.00,,60.00,12,90.0,10.0,10.0,10.0,10.0,9.0
5760902,3,1.0,0.0,2.0,100.00,100.00,,54,93.0,9.0,10.0,10.0,10.0,9.0
7035498,2,1.0,0.0,1.0,129.00,300.00,61.00,31,98.0,10.0,10.0,10.0,10.0,9.0
8956631,4,1.0,0.0,3.0,90.00,250.00,65.00,13,95.0,10.0,10.0,10.0,10.0,10.0
6766708,6,2.5,2.0,3.0,350.00,500.00,110.00,3,100.0,10.0,10.0,10.0,10.0,10.0
6992696,4,1.0,2.0,2.0,199.00,,,5,72.0,6.0,9.0,9.0,9.0,8.0
4264043,2,1.0,0.0,1.0,75.00,,10.00,76,87.0,8.0,9.0,9.0,10.0,9.0
6186081,4,1.0,1.0,2.0,110.00,,50.00,25,94.0,9.0,10.0,10.0,10.0,9.0
1472532,3,1.0,1.0,1.0,80.00,,35.00,181,95.0,10.0,10.0,10.0,10.0,9.0
5900224,2,1.0,0.0,1.0,150.00,300.00,40.00,12,98.0,10.0,10.0,10.0,10.0,10.0
9374358,2,1.0,0.0,1.0,95.00,,,6,100.0,10.0,10.0,10.0,10.0,10.0
5874421,3,1.0,1.0,1.0,139.00,300.00,60.00,39,98.0,10.0,10.0,10.0,10.0,10.0
8829474,3,1.0,1.0,1.0,139.00,200.00,60.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6228474,4,1.0,1.0,2.0,275.00,,95.00,3,93.0,10.0,9.0,9.0,9.0,8.0
4637670,2,1.0,0.0,1.0,135.00,100.00,,37,94.0,10.0,10.0,10.0,9.0,10.0
3995007,5,1.0,1.0,3.0,128.00,150.00,45.00,67,94.0,10.0,10.0,10.0,10.0,9.0
19611,4,,1.0,2.0,107.00,,96.00,26,87.0,9.0,10.0,9.0,9.0,8.0
10076279,2,1.0,1.0,1.0,150.00,,,0,,,,,,
1200829,4,1.0,1.0,2.0,100.00,,96.00,20,92.0,9.0,9.0,9.0,9.0,9.0
3673759,2,1.0,1.0,1.0,100.00,250.00,70.00,61,98.0,10.0,10.0,10.0,10.0,10.0
206781,2,1.0,1.0,1.0,120.00,200.00,75.00,18,96.0,9.0,10.0,10.0,10.0,9.0
988176,5,1.0,0.0,1.0,125.00,300.00,60.00,121,92.0,9.0,10.0,10.0,10.0,9.0
3686556,2,1.0,1.0,1.0,120.00,200.00,100.00,18,97.0,10.0,10.0,10.0,10.0,9.0
2881446,4,1.0,0.0,2.0,150.00,,149.00,11,90.0,10.0,10.0,10.0,10.0,9.0
9318853,2,1.0,0.0,1.0,129.00,,,0,,,,,,
6328150,2,1.0,0.0,1.0,140.00,100.00,50.00,13,92.0,9.0,10.0,10.0,10.0,9.0
2154617,3,1.0,0.0,2.0,150.00,,,159,96.0,9.0,10.0,10.0,10.0,9.0
6658052,3,1.0,1.0,2.0,149.00,500.00,50.00,32,97.0,10.0,10.0,10.0,10.0,9.0
6187841,4,2.0,2.0,2.0,229.00,,100.00,6,100.0,10.0,10.0,10.0,10.0,10.0
9371895,3,1.0,0.0,2.0,180.00,,,0,,,,,,
4318031,2,1.0,0.0,1.0,93.00,95.00,50.00,49,97.0,10.0,10.0,10.0,10.0,10.0
6364549,3,1.0,0.0,2.0,110.00,150.00,,19,97.0,10.0,10.0,10.0,10.0,10.0
8326940,2,1.0,1.0,1.0,126.00,300.00,50.00,0,,,,,,
7826593,1,1.0,1.0,1.0,139.00,300.00,50.00,4,95.0,9.0,10.0,10.0,10.0,10.0
8168476,2,1.0,1.0,1.0,157.00,,159.00,1,100.0,10.0,10.0,10.0,10.0,10.0
6482984,1,1.0,1.0,1.0,90.00,,60.00,22,97.0,10.0,10.0,10.0,10.0,9.0
6316917,4,1.0,1.0,1.0,90.00,,32.00,35,94.0,9.0,10.0,10.0,10.0,9.0
7922581,2,1.0,0.0,1.0,125.00,400.00,50.00,29,99.0,10.0,10.0,10.0,10.0,10.0
4110396,2,1.0,1.0,1.0,95.00,,,60,98.0,10.0,10.0,10.0,10.0,10.0
5446176,6,2.0,2.0,3.0,197.00,,99.00,12,95.0,10.0,10.0,10.0,10.0,10.0
4669377,5,1.0,1.0,3.0,155.00,250.00,95.00,14,97.0,10.0,10.0,10.0,10.0,9.0
4151430,6,1.0,2.0,2.0,195.00,,184.00,4,95.0,10.0,9.0,10.0,10.0,10.0
5446513,6,2.0,2.0,3.0,150.00,,99.00,4,95.0,10.0,9.0,10.0,10.0,9.0
3793185,3,1.0,1.0,1.0,175.00,,,24,95.0,9.0,10.0,10.0,9.0,9.0
937370,6,2.0,2.0,3.0,156.00,,99.00,27,91.0,9.0,9.0,9.0,9.0,9.0
1833250,6,2.5,2.0,2.0,320.00,400.00,150.00,22,97.0,9.0,10.0,9.0,10.0,10.0
902243,7,2.0,2.0,2.0,200.00,200.00,105.00,23,97.0,10.0,10.0,10.0,10.0,9.0
4053644,3,1.0,1.0,2.0,200.00,,,5,100.0,9.0,8.0,9.0,10.0,9.0
1084046,6,2.0,2.0,3.0,165.00,,99.00,11,96.0,9.0,10.0,10.0,10.0,10.0
8016481,3,1.0,0.0,1.0,148.00,,50.00,6,92.0,9.0,10.0,10.0,10.0,10.0
8811781,7,2.0,3.0,4.0,127.00,,109.00,3,100.0,10.0,9.0,10.0,10.0,10.0
4243163,8,3.0,3.0,4.0,405.00,,264.00,4,100.0,10.0,10.0,10.0,10.0,9.0
4569115,4,1.0,2.0,2.0,219.00,500.00,80.00,44,95.0,10.0,10.0,10.0,10.0,9.0
4464824,10,2.0,3.0,4.0,899.00,,159.00,5,100.0,10.0,10.0,10.0,10.0,10.0
9258513,3,1.0,1.0,1.0,150.00,300.00,50.00,0,,,,,,
4190771,6,2.0,2.0,4.0,239.00,,209.00,4,95.0,10.0,10.0,10.0,10.0,10.0
3543084,4,1.0,1.0,2.0,150.00,,96.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6263270,4,1.0,1.0,1.0,140.00,200.00,80.00,4,100.0,10.0,10.0,10.0,10.0,9.0
7807169,6,2.0,2.0,3.0,117.00,,99.00,3,87.0,9.0,10.0,10.0,10.0,9.0
844939,4,1.0,1.0,2.0,99.00,,75.00,12,96.0,10.0,9.0,10.0,10.0,10.0
8890682,3,1.0,1.0,1.0,170.00,,,2,100.0,10.0,10.0,10.0,10.0,8.0
3998984,2,1.0,0.0,2.0,100.00,95.00,10.00,28,97.0,9.0,10.0,10.0,10.0,10.0
6315435,6,2.0,2.0,3.0,300.00,,110.00,6,100.0,10.0,9.0,9.0,10.0,9.0
6704004,4,1.0,1.0,2.0,250.00,,100.00,0,,,,,,
1797207,6,2.0,2.0,3.0,197.00,,113.00,9,96.0,10.0,9.0,10.0,10.0,9.0
271509,6,1.0,2.0,3.0,175.00,,107.00,12,100.0,10.0,10.0,10.0,10.0,10.0
10156116,3,1.0,1.0,1.0,130.00,,50.00,0,,,,,,
4410789,6,2.0,2.0,3.0,131.00,,99.00,15,91.0,9.0,8.0,10.0,10.0,9.0
9577993,3,1.0,1.0,1.0,110.00,,50.00,0,,,,,,
9352620,3,1.0,1.0,1.0,125.00,300.00,75.00,0,,,,,,
9532957,5,2.0,2.0,2.0,200.00,200.00,40.00,0,,,,,,
8354452,2,1.0,0.0,1.0,99.00,,25.00,0,,,,,,
9497431,8,2.5,2.0,4.0,700.00,600.00,150.00,0,,,,,,
217142,7,2.0,2.0,4.0,200.00,100.00,105.00,47,95.0,10.0,10.0,10.0,10.0,9.0
1732280,4,1.0,1.0,2.0,89.00,,99.00,6,97.0,10.0,10.0,10.0,10.0,9.0
4240933,6,2.0,2.0,3.0,142.00,,99.00,6,87.0,10.0,10.0,10.0,10.0,9.0
443942,2,1.0,1.0,1.0,125.00,300.00,85.00,13,94.0,10.0,9.0,9.0,10.0,9.0
6489648,4,1.0,1.0,1.0,245.00,200.00,72.00,2,80.0,8.0,8.0,10.0,9.0,7.0
8308386,7,2.0,3.0,3.0,99.00,,109.00,0,,,,,,
8227038,2,1.0,1.0,1.0,117.00,,20.00,4,85.0,9.0,10.0,10.0,10.0,8.0
2489339,4,1.0,1.0,2.0,215.00,,96.00,9,91.0,10.0,8.0,9.0,10.0,9.0
8054892,6,1.0,2.0,3.0,215.00,,105.00,3,100.0,10.0,10.0,10.0,10.0,10.0
1493197,4,1.0,2.0,3.0,275.00,,107.00,22,95.0,10.0,10.0,10.0,10.0,9.0
4417792,6,1.0,2.0,3.0,175.00,,107.00,24,93.0,10.0,10.0,10.0,10.0,9.0
5048597,6,1.0,2.0,3.0,195.00,,95.00,16,93.0,10.0,10.0,9.0,10.0,9.0
6278191,4,1.0,1.0,1.0,113.00,100.00,35.00,27,90.0,10.0,9.0,8.0,10.0,9.0
8891577,8,2.0,2.0,4.0,700.00,600.00,150.00,1,100.0,10.0,10.0,10.0,10.0,8.0
4163306,4,1.5,1.0,2.0,139.00,,159.00,2,90.0,10.0,9.0,9.0,9.0,9.0
59827,4,,1.0,2.0,135.00,,96.00,13,87.0,9.0,9.0,9.0,9.0,8.0
9505340,2,1.0,1.0,1.0,105.00,,50.00,0,,,,,,
3992155,2,1.0,0.0,1.0,100.00,100.00,80.00,45,98.0,10.0,10.0,10.0,10.0,9.0
8571518,4,1.0,1.0,1.0,106.00,300.00,100.00,4,100.0,10.0,10.0,10.0,10.0,10.0
3820186,9,2.5,3.0,7.0,475.00,,274.00,2,100.0,10.0,10.0,10.0,10.0,10.0
1084084,6,2.0,2.0,3.0,143.00,,99.00,10,94.0,9.0,10.0,10.0,10.0,8.0
257140,4,1.0,1.0,2.0,205.00,,96.00,20,93.0,10.0,10.0,10.0,9.0,8.0
8956628,4,1.0,0.0,3.0,80.00,250.00,65.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8637174,6,1.0,0.0,3.0,120.00,,35.00,30,99.0,10.0,10.0,10.0,10.0,10.0
8815061,2,1.0,1.0,1.0,139.00,200.00,60.00,5,100.0,10.0,10.0,10.0,10.0,10.0
4677524,4,1.0,0.0,2.0,135.00,250.00,95.00,20,98.0,10.0,10.0,10.0,10.0,10.0
3139847,4,1.0,1.0,2.0,155.00,150.00,45.00,71,93.0,10.0,10.0,10.0,10.0,9.0
6975036,2,1.0,1.0,1.0,90.00,,40.00,7,90.0,10.0,9.0,9.0,10.0,9.0
4151093,4,1.0,1.0,1.0,139.00,,143.00,3,87.0,10.0,10.0,10.0,10.0,9.0
4256558,4,1.0,1.0,2.0,181.00,,96.00,1,80.0,10.0,10.0,8.0,10.0,8.0
2110357,2,1.0,1.0,1.0,99.00,,,191,97.0,9.0,10.0,10.0,10.0,10.0
8147986,2,1.0,1.0,1.0,175.00,250.00,50.00,5,88.0,10.0,10.0,10.0,10.0,10.0
2905375,4,1.0,1.0,2.0,127.00,,96.00,13,95.0,10.0,10.0,9.0,10.0,10.0
4257097,4,1.0,1.0,2.0,150.00,,149.00,2,100.0,10.0,9.0,8.0,9.0,8.0
931154,6,2.0,2.0,3.0,143.00,,99.00,21,96.0,9.0,10.0,10.0,10.0,9.0
6370655,5,2.0,2.0,2.0,399.00,,150.00,2,80.0,9.0,7.0,7.0,9.0,8.0
4363919,6,1.0,2.0,3.0,193.00,,184.00,5,88.0,10.0,10.0,10.0,10.0,9.0
8722230,2,1.0,0.0,1.0,160.00,500.00,50.00,0,,,,,,
5019444,2,1.0,0.0,1.0,110.00,95.00,,31,92.0,9.0,10.0,10.0,10.0,9.0
931758,6,2.0,2.0,3.0,135.00,,99.00,24,92.0,9.0,10.0,10.0,9.0,9.0
301059,4,1.0,1.0,1.0,165.00,,96.00,12,96.0,10.0,10.0,10.0,10.0,9.0
8815638,2,1.0,1.0,1.0,139.00,200.00,60.00,1,100.0,10.0,10.0,10.0,10.0,10.0
7264667,4,1.0,1.0,2.0,189.00,1200.00,99.00,7,89.0,10.0,10.0,10.0,9.0,9.0
2068301,2,1.0,0.0,1.0,140.00,,,14,99.0,10.0,10.0,10.0,10.0,9.0
8487843,2,1.0,0.0,1.0,129.00,300.00,61.00,12,98.0,10.0,9.0,10.0,10.0,10.0
8608233,3,1.0,1.0,2.0,150.00,,40.00,1,100.0,10.0,10.0,10.0,10.0,10.0
5446156,6,2.0,2.0,3.0,245.00,,99.00,16,100.0,10.0,10.0,10.0,10.0,9.0
2691273,3,1.0,1.0,1.0,175.00,1000.00,250.00,9,87.0,8.0,9.0,10.0,10.0,8.0
7807090,6,2.0,2.0,3.0,127.00,,99.00,3,100.0,10.0,10.0,10.0,10.0,9.0
8306646,5,2.0,2.0,3.0,444.00,,99.00,0,,,,,,
9666446,2,2.0,1.0,2.0,105.00,200.00,150.00,0,,,,,,
1055661,4,1.0,1.0,2.0,127.00,,96.00,15,100.0,10.0,10.0,10.0,10.0,10.0
7806698,6,2.0,2.0,3.0,122.00,,99.00,3,93.0,10.0,9.0,10.0,10.0,10.0
24212,6,1.0,2.0,3.0,175.00,,107.00,29,91.0,10.0,10.0,10.0,9.0,9.0
8027776,4,1.0,0.0,3.0,99.00,250.00,65.00,36,98.0,10.0,10.0,10.0,10.0,10.0
6868378,4,1.0,1.0,2.0,187.00,,90.00,6,97.0,10.0,9.0,10.0,9.0,9.0
7249508,3,1.0,1.0,1.0,150.00,300.00,60.00,12,95.0,10.0,10.0,10.0,9.0,9.0
7544337,2,1.0,1.0,1.0,100.00,,20.00,4,90.0,10.0,9.0,10.0,10.0,8.0
19623,6,,2.0,3.0,186.00,,107.00,38,89.0,9.0,9.0,9.0,9.0,8.0
4210585,6,2.0,2.0,3.0,171.00,,99.00,6,97.0,10.0,10.0,10.0,10.0,10.0
5784320,6,2.0,2.0,3.0,181.00,,99.00,9,96.0,10.0,10.0,10.0,10.0,9.0
7347229,2,1.0,1.0,1.0,149.00,200.00,55.00,18,98.0,10.0,10.0,10.0,10.0,9.0
4676275,4,1.0,1.0,2.0,270.00,,120.00,1,80.0,10.0,6.0,6.0,10.0,8.0
2489283,6,2.0,2.0,3.0,195.00,,113.00,10,100.0,10.0,10.0,10.0,10.0,10.0
277416,4,1.0,1.0,2.0,149.00,100.00,88.00,37,97.0,10.0,10.0,10.0,10.0,9.0
7699356,2,1.0,1.0,1.0,150.00,500.00,25.00,2,90.0,10.0,9.0,10.0,9.0,10.0
5847934,6,2.0,2.0,3.0,230.00,,209.00,10,98.0,10.0,10.0,10.0,10.0,9.0
9886971,3,1.0,1.0,1.0,183.00,300.00,60.00,0,,,,,,
5446180,6,2.0,2.0,3.0,165.00,,99.00,5,96.0,10.0,10.0,9.0,10.0,8.0
4242626,8,2.0,3.0,5.0,335.00,,229.00,3,100.0,9.0,10.0,10.0,10.0,10.0
3226793,2,1.0,1.0,1.0,75.00,,10.00,5,84.0,7.0,9.0,10.0,10.0,9.0
23430,4,1.0,1.0,2.0,107.00,,96.00,22,96.0,10.0,10.0,10.0,9.0,9.0
2186330,6,2.0,2.0,3.0,167.00,,99.00,22,90.0,9.0,9.0,9.0,10.0,8.0
9477204,4,1.0,1.0,1.0,225.00,,,0,,,,,,
5683765,4,1.0,0.0,2.0,120.00,,149.00,1,80.0,10.0,10.0,10.0,10.0,10.0
9900319,4,2.0,2.0,2.0,110.00,,100.00,0,,,,,,
5691933,8,2.0,3.0,5.0,425.00,,229.00,2,90.0,10.0,9.0,10.0,9.0,9.0
8829472,3,1.0,1.0,1.0,139.00,200.00,60.00,5,100.0,10.0,10.0,10.0,10.0,9.0
5183938,3,1.0,1.0,1.0,149.00,300.00,60.00,48,97.0,10.0,10.0,10.0,10.0,10.0
224763,4,,1.0,1.0,149.00,100.00,88.00,27,93.0,10.0,10.0,9.0,10.0,9.0
4520179,3,1.5,1.0,2.0,130.00,450.00,90.00,12,95.0,10.0,10.0,10.0,10.0,10.0
9263252,3,1.0,1.0,1.0,115.00,300.00,50.00,1,100.0,10.0,10.0,10.0,10.0,10.0
284813,2,1.0,1.0,1.0,159.00,300.00,95.00,28,95.0,9.0,10.0,10.0,9.0,9.0
4402880,4,1.0,0.0,2.0,120.00,,149.00,2,90.0,10.0,7.0,8.0,10.0,9.0
2660384,4,1.0,0.0,2.0,100.00,95.00,45.00,123,90.0,10.0,9.0,10.0,9.0,9.0
6973790,4,1.0,1.0,2.0,99.00,,75.00,11,98.0,10.0,9.0,9.0,9.0,10.0
7116795,5,1.5,2.0,2.0,169.00,500.00,125.00,16,90.0,10.0,10.0,10.0,10.0,9.0
9910189,2,1.0,1.0,1.0,110.00,250.00,35.00,0,,,,,,
6854552,3,1.0,1.0,1.0,170.00,300.00,60.00,27,99.0,10.0,10.0,10.0,10.0,10.0
1857141,2,1.0,0.0,2.0,115.00,,,44,94.0,9.0,10.0,10.0,10.0,9.0
8668410,7,2.0,3.0,3.0,112.00,,109.00,2,100.0,10.0,10.0,10.0,9.0,10.0
8517235,2,1.0,1.0,1.0,120.00,300.00,,1,80.0,8.0,8.0,10.0,10.0,10.0
4311244,6,2.0,2.0,4.0,239.00,,209.00,1,100.0,10.0,10.0,10.0,10.0,10.0
7616008,2,1.0,0.0,1.0,135.00,100.00,50.00,21,96.0,10.0,10.0,10.0,10.0,9.0
4776823,4,1.0,0.0,2.0,125.00,150.00,45.00,67,94.0,10.0,9.0,9.0,10.0,10.0
8082659,2,1.0,0.0,1.0,150.00,,50.00,17,99.0,10.0,10.0,10.0,10.0,10.0
808134,6,2.0,2.0,3.0,197.00,,113.00,5,95.0,10.0,10.0,10.0,10.0,10.0
8984454,2,0.5,0.0,1.0,79.00,300.00,85.00,0,,,,,,
6403878,3,1.0,1.0,1.0,106.00,200.00,61.00,23,82.0,9.0,7.0,9.0,10.0,9.0
8427254,2,1.0,1.0,1.0,139.00,300.00,50.00,0,,,,,,
529090,2,1.0,1.0,1.0,150.00,,,95,93.0,10.0,10.0,10.0,10.0,9.0
2392869,3,1.0,1.0,1.0,149.00,300.00,60.00,95,93.0,10.0,10.0,10.0,10.0,9.0
5289293,3,1.0,1.0,2.0,115.00,150.00,45.00,37,93.0,10.0,10.0,10.0,10.0,10.0
4783585,6,1.0,2.0,3.0,175.00,250.00,95.00,24,97.0,10.0,10.0,10.0,10.0,9.0
286080,6,2.0,2.0,3.0,175.00,,113.00,26,93.0,9.0,10.0,9.0,9.0,9.0
1601714,3,1.0,1.0,1.0,124.00,300.00,50.00,35,90.0,9.0,9.0,10.0,9.0,9.0
9474025,1,1.0,1.0,1.0,65.00,,,0,,,,,,
5459895,5,1.0,2.0,4.0,229.00,,120.00,1,80.0,8.0,8.0,8.0,10.0,8.0
7360078,2,1.0,1.0,1.0,125.00,,40.00,12,95.0,10.0,10.0,10.0,10.0,10.0
8843162,1,1.0,1.0,1.0,40.00,,,2,90.0,8.0,9.0,10.0,10.0,9.0
8409750,6,1.0,2.0,2.0,183.00,150.00,100.00,7,100.0,10.0,10.0,10.0,10.0,10.0
6033201,2,1.0,1.0,1.0,169.00,150.00,30.00,15,99.0,10.0,10.0,10.0,10.0,9.0
5058302,5,1.0,1.0,3.0,155.00,250.00,85.00,23,90.0,9.0,9.0,10.0,9.0,9.0
4264056,2,1.0,0.0,1.0,75.00,,10.00,65,79.0,8.0,9.0,9.0,10.0,9.0
1707064,4,1.0,0.0,2.0,89.00,,35.00,168,96.0,10.0,10.0,10.0,10.0,9.0
8236094,4,1.0,1.0,2.0,35.00,100.00,10.00,2,100.0,10.0,10.0,10.0,10.0,10.0
8072907,3,1.0,1.0,1.0,115.00,100.00,45.00,12,90.0,10.0,10.0,10.0,10.0,9.0
4082986,2,1.0,0.0,1.0,115.00,99.00,38.00,115,95.0,10.0,10.0,10.0,10.0,10.0
9138600,3,1.0,1.0,2.0,165.00,150.00,65.00,4,95.0,10.0,10.0,10.0,10.0,9.0
7922197,3,1.0,1.0,1.0,115.00,300.00,50.00,22,96.0,9.0,10.0,10.0,10.0,10.0
10235014,2,1.0,1.0,1.0,250.00,,,0,,,,,,
4190689,4,1.0,1.0,2.0,166.00,,159.00,0,,,,,,
3033913,6,1.0,1.0,3.0,105.00,150.00,45.00,25,90.0,10.0,9.0,10.0,10.0,9.0
6362918,2,1.0,0.0,1.0,145.00,100.00,50.00,45,95.0,10.0,10.0,10.0,10.0,9.0
2935486,6,2.0,2.0,2.0,250.00,300.00,25.00,68,94.0,9.0,10.0,10.0,10.0,9.0
9031119,2,1.0,1.0,1.0,139.00,200.00,60.00,1,100.0,10.0,10.0,10.0,10.0,10.0
5270886,4,1.0,1.0,2.0,82.00,,75.00,11,98.0,10.0,9.0,10.0,10.0,9.0
59838,6,1.0,2.0,3.0,147.00,,107.00,70,88.0,10.0,10.0,10.0,9.0,9.0
7727428,2,1.0,1.0,1.0,150.00,,,0,,,,,,
59708,4,1.0,1.0,2.0,187.00,,96.00,6,90.0,10.0,10.0,10.0,9.0,10.0
1476298,2,1.0,,1.0,80.00,,30.00,170,94.0,10.0,10.0,10.0,10.0,9.0
6850007,2,1.5,1.0,1.0,130.00,,,0,,,,,,
8922554,2,1.0,1.0,1.0,130.00,,30.00,1,80.0,6.0,10.0,10.0,10.0,10.0
7440415,4,1.0,1.0,1.0,100.00,,50.00,2,90.0,10.0,8.0,9.0,9.0,9.0
6490091,2,1.0,1.0,1.0,95.00,250.00,35.00,1,100.0,10.0,8.0,10.0,10.0,10.0
9311687,1,1.0,1.0,1.0,68.00,,20.00,9,87.0,10.0,9.0,9.0,10.0,9.0
8103365,2,1.0,0.0,1.0,150.00,,35.00,1,80.0,10.0,10.0,10.0,10.0,8.0
631445,4,1.0,1.0,1.0,165.00,,75.00,38,94.0,10.0,10.0,10.0,10.0,9.0
6545773,3,1.0,1.0,2.0,117.00,,,2,100.0,10.0,10.0,10.0,10.0,10.0
8036985,2,1.0,0.0,1.0,168.00,100.00,40.00,37,98.0,10.0,10.0,10.0,10.0,10.0
9699490,3,1.0,1.0,1.0,75.00,250.00,69.00,0,,,,,,
4661374,2,1.0,0.0,1.0,79.00,,60.00,2,100.0,10.0,10.0,10.0,10.0,10.0
365550,2,1.5,1.0,1.0,89.00,250.00,,466,94.0,10.0,10.0,10.0,9.0,9.0
7777381,2,1.0,1.0,1.0,80.00,,,14,99.0,10.0,10.0,10.0,10.0,10.0
1778989,2,1.0,1.0,1.0,120.00,,25.00,53,95.0,9.0,10.0,10.0,9.0,9.0
5031285,1,2.0,1.0,1.0,40.00,,10.00,66,93.0,9.0,10.0,10.0,9.0,9.0
5031383,1,2.0,1.0,1.0,40.00,,10.00,19,94.0,9.0,10.0,10.0,9.0,9.0
9685856,2,0.0,1.0,1.0,65.00,,,0,,,,,,
208356,2,1.5,1.0,1.0,89.00,250.00,,474,95.0,10.0,10.0,10.0,9.0,9.0
9449062,2,1.0,1.0,1.0,79.00,,,1,100.0,10.0,10.0,10.0,8.0,10.0
3552523,4,2.0,2.0,2.0,69.00,100.00,40.00,84,92.0,10.0,9.0,9.0,9.0,9.0
3487824,2,1.0,1.0,1.0,69.00,,12.00,161,91.0,10.0,9.0,9.0,9.0,9.0
8501705,2,1.0,1.0,1.0,74.00,,,22,92.0,10.0,10.0,10.0,9.0,9.0
10140582,2,1.0,0.0,2.0,65.00,150.00,25.00,0,,,,,,
8068232,5,1.0,2.0,2.0,250.00,150.00,100.00,3,100.0,9.0,10.0,10.0,10.0,10.0
1709737,4,2.0,2.0,2.0,250.00,,50.00,24,91.0,8.0,10.0,10.0,9.0,9.0
9408991,4,2.0,2.0,2.0,175.00,,,0,,,,,,
7110655,2,1.0,0.0,1.0,99.00,,,30,94.0,10.0,10.0,10.0,9.0,9.0
9012948,3,1.0,1.0,1.0,130.00,,,1,,,,,,
8372038,6,1.0,2.0,2.0,120.00,,20.00,30,97.0,10.0,10.0,10.0,10.0,10.0
2051658,4,1.0,1.0,2.0,190.00,,169.00,4,100.0,10.0,10.0,10.0,9.0,9.0
7506165,5,1.0,2.0,2.0,280.00,300.00,99.00,10,98.0,10.0,10.0,10.0,10.0,9.0
7311407,4,1.0,1.0,2.0,99.00,,75.00,16,95.0,10.0,9.0,9.0,10.0,9.0
397117,4,1.0,1.0,1.0,99.00,,30.00,265,95.0,9.0,10.0,10.0,10.0,9.0
4516960,3,1.0,1.0,2.0,159.00,300.00,135.00,57,98.0,10.0,10.0,10.0,10.0,10.0
9089308,6,1.0,1.0,2.0,150.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
934123,6,2.0,2.0,3.0,139.00,,99.00,10,90.0,9.0,9.0,10.0,10.0,9.0
