id,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
3766285,1,1.0,1.0,1.0,80.00,,50.00,1,80.0,6.0,10.0,6.0,10.0,6.0
1520581,1,0.5,1.0,1.0,65.00,350.00,35.00,9,91.0,7.0,10.0,10.0,10.0,9.0
1349175,4,1.0,1.0,1.0,80.00,150.00,,158,96.0,10.0,10.0,10.0,10.0,9.0
5633607,2,1.0,1.0,1.0,39.00,100.00,18.00,66,95.0,9.0,10.0,10.0,10.0,9.0
9836113,1,1.0,0.0,1.0,49.00,95.00,25.00,0,,,,,,
5510720,2,1.0,1.0,1.0,125.00,200.00,40.00,21,99.0,10.0,10.0,10.0,10.0,10.0
6837819,2,1.0,1.0,1.0,150.00,,35.00,3,87.0,10.0,10.0,10.0,10.0,9.0
8050232,1,1.0,1.0,1.0,90.00,,,10,74.0,5.0,9.0,9.0,9.0,7.0
9386179,2,1.0,0.0,1.0,69.00,95.00,25.00,6,83.0,10.0,10.0,10.0,9.0,9.0
4184211,2,1.0,1.0,1.0,104.00,150.00,30.00,22,100.0,10.0,10.0,10.0,10.0,10.0
3732949,5,1.0,1.0,2.0,180.00,100.00,80.00,8,94.0,9.0,10.0,9.0,10.0,8.0
1348777,2,1.0,1.0,1.0,150.00,,20.00,14,94.0,9.0,9.0,10.0,9.0,9.0
317248,7,2.0,2.0,4.0,240.00,,120.00,11,100.0,10.0,10.0,10.0,9.0,10.0
6182715,2,1.0,0.0,1.0,70.00,,40.00,1,100.0,10.0,10.0,10.0,10.0,10.0
8943380,4,1.0,0.0,1.0,99.00,,25.00,0,,,,,,
6076158,2,1.0,1.0,2.0,99.00,,,15,99.0,10.0,10.0,10.0,10.0,10.0
384797,16,2.0,6.0,9.0,673.00,2500.00,300.00,21,97.0,10.0,10.0,10.0,10.0,9.0
7901318,3,1.0,1.0,2.0,98.00,,25.00,5,100.0,10.0,10.0,10.0,10.0,10.0
7614244,4,1.0,1.0,2.0,105.00,,,1,,,,,,
458189,2,2.0,1.0,1.0,63.00,250.00,39.00,14,99.0,10.0,10.0,9.0,10.0,9.0
5386937,4,1.0,1.0,2.0,120.00,,40.00,51,96.0,10.0,10.0,10.0,10.0,9.0
8684315,2,1.5,1.0,1.0,78.00,,20.00,9,100.0,10.0,10.0,10.0,10.0,10.0
3412630,4,1.5,2.0,2.0,195.00,,95.00,32,97.0,10.0,10.0,10.0,10.0,9.0
7054225,2,1.0,1.0,1.0,200.00,,25.00,6,100.0,10.0,10.0,10.0,10.0,10.0
1775016,2,1.5,1.0,1.0,79.00,150.00,25.00,67,93.0,10.0,10.0,10.0,10.0,9.0
9835920,2,1.0,0.0,1.0,69.00,95.00,25.00,0,,,,,,
4223597,4,2.0,2.0,2.0,195.00,,95.00,25,95.0,10.0,10.0,10.0,10.0,9.0
1976382,4,1.0,1.0,1.0,119.00,300.00,88.00,32,95.0,10.0,10.0,10.0,10.0,9.0
3396140,2,1.0,1.0,1.0,75.00,,7.00,72,98.0,10.0,10.0,10.0,10.0,9.0
1782140,2,1.0,1.0,1.0,99.00,,35.00,87,94.0,10.0,10.0,10.0,10.0,9.0
430453,2,1.0,1.0,1.0,149.00,250.00,25.00,48,97.0,9.0,10.0,10.0,10.0,9.0
1633986,2,1.0,1.0,1.0,199.00,200.00,71.00,32,96.0,9.0,10.0,10.0,10.0,9.0
9507115,2,1.0,0.0,1.0,69.00,95.00,25.00,1,80.0,10.0,10.0,10.0,8.0,8.0
8926060,2,1.0,1.0,1.0,69.00,300.00,24.00,2,100.0,10.0,10.0,10.0,10.0,10.0
1520449,1,0.5,1.0,1.0,49.00,350.00,35.00,7,91.0,9.0,10.0,10.0,10.0,9.0
7697170,6,1.0,2.0,4.0,239.00,,120.00,15,97.0,10.0,10.0,10.0,10.0,9.0
1511620,1,0.5,1.0,1.0,49.00,350.00,35.00,8,93.0,8.0,10.0,10.0,10.0,9.0
9411935,2,1.0,1.0,1.0,29.00,,,2,80.0,8.0,8.0,9.0,9.0,9.0
1355094,2,1.0,1.0,1.0,68.00,,,67,91.0,9.0,10.0,10.0,10.0,9.0
6305798,4,1.0,2.0,2.0,134.00,134.00,,1,100.0,10.0,10.0,10.0,10.0,10.0
4009295,3,1.0,1.0,1.0,169.00,300.00,50.00,44,94.0,10.0,10.0,10.0,10.0,9.0
10334184,2,1.0,1.0,1.0,120.00,,,0,,,,,,
1159111,6,1.0,2.0,3.0,204.00,,60.00,31,92.0,10.0,10.0,10.0,9.0,9.0
9368573,6,2.5,2.0,2.0,295.00,,175.00,0,,,,,,
3773417,3,1.0,2.0,2.0,152.00,,50.00,4,95.0,10.0,10.0,10.0,10.0,9.0
9327585,2,1.0,0.0,1.0,69.00,95.00,25.00,10,90.0,10.0,9.0,9.0,10.0,9.0
6492056,6,2.0,2.0,3.0,420.00,150.00,150.00,0,,,,,,
7073650,2,1.0,1.0,1.0,81.00,200.00,50.00,9,100.0,10.0,10.0,10.0,10.0,10.0
9727857,1,1.0,1.0,1.0,25.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
446276,3,1.0,2.0,2.0,195.00,250.00,90.00,30,99.0,10.0,10.0,10.0,10.0,9.0
208670,5,1.0,1.0,2.0,169.00,250.00,108.00,78,91.0,9.0,9.0,9.0,10.0,9.0
8868833,3,1.0,0.0,1.0,95.00,,25.00,4,100.0,10.0,10.0,10.0,10.0,10.0
7180032,3,1.0,2.0,2.0,100.00,,,0,,,,,,
9137259,2,1.0,1.0,1.0,85.00,,30.00,0,,,,,,
9252998,6,2.0,3.0,3.0,400.00,,,0,,,,,,
7975026,4,1.0,0.0,2.0,120.00,,,1,80.0,6.0,10.0,10.0,10.0,10.0
6278216,5,1.0,1.0,3.0,175.00,100.00,,9,84.0,8.0,9.0,9.0,9.0,8.0
6425652,4,1.0,2.0,2.0,200.00,,30.00,5,84.0,8.0,10.0,9.0,8.0,8.0
7228435,6,2.5,2.0,2.0,250.00,500.00,120.00,0,,,,,,
9149612,2,1.0,0.0,1.0,69.00,95.00,20.00,0,,,,,,
8251213,2,1.0,0.0,1.0,129.00,,,12,100.0,10.0,10.0,10.0,10.0,10.0
5548982,2,1.0,1.0,1.0,59.00,100.00,15.00,73,91.0,9.0,10.0,9.0,10.0,9.0
9546633,2,1.0,0.0,1.0,69.00,95.00,25.00,0,,,,,,
3272374,2,1.0,,1.0,75.00,,40.00,20,89.0,8.0,10.0,10.0,10.0,9.0
7335567,2,1.0,0.0,2.0,71.00,,,16,93.0,10.0,10.0,10.0,10.0,9.0
9563458,1,1.0,0.0,1.0,49.00,95.00,25.00,0,,,,,,
7875887,2,1.0,1.0,1.0,90.00,150.00,20.00,8,100.0,10.0,10.0,10.0,10.0,10.0
3394837,4,1.0,1.0,2.0,140.00,250.00,135.00,7,97.0,9.0,9.0,10.0,9.0,10.0
4464795,2,1.0,1.0,1.0,95.00,100.00,20.00,6,100.0,10.0,10.0,10.0,10.0,9.0
6927016,2,1.0,0.0,1.0,100.00,,,50,94.0,10.0,10.0,10.0,10.0,9.0
699596,2,1.0,1.0,1.0,150.00,,25.00,136,97.0,10.0,10.0,10.0,10.0,10.0
6387576,2,1.0,1.0,1.0,89.00,150.00,20.00,38,97.0,10.0,10.0,10.0,10.0,10.0
8828781,5,1.0,1.0,2.0,140.00,200.00,50.00,0,,,,,,
1198884,4,1.0,1.0,1.0,150.00,100.00,50.00,63,93.0,9.0,9.0,9.0,10.0,9.0
9546508,2,1.0,0.0,1.0,69.00,95.00,25.00,1,80.0,10.0,10.0,10.0,10.0,10.0
2386589,4,1.0,1.0,1.0,125.00,,25.00,46,95.0,9.0,10.0,10.0,10.0,9.0
9924107,4,1.0,1.0,2.0,110.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,9.0
3386862,3,1.0,1.0,1.0,152.00,100.00,,77,91.0,9.0,10.0,10.0,10.0,9.0
9280767,2,1.0,1.0,1.0,105.00,,35.00,0,,,,,,
1520533,1,0.5,1.0,1.0,49.00,350.00,35.00,10,90.0,7.0,9.0,9.0,10.0,8.0
9651755,2,1.0,0.0,1.0,68.00,,,2,100.0,10.0,9.0,10.0,10.0,10.0
82763,2,1.0,1.0,1.0,100.00,,35.00,12,92.0,8.0,9.0,10.0,10.0,8.0
9880665,3,1.0,1.0,1.0,120.00,,,0,,,,,,
1762354,2,1.0,1.0,1.0,120.00,200.00,25.00,24,96.0,10.0,10.0,10.0,10.0,9.0
2836237,2,1.0,0.0,1.0,110.00,175.00,20.00,12,92.0,9.0,9.0,9.0,10.0,9.0
5204475,2,1.0,0.0,1.0,160.00,,,0,,,,,,
8741711,3,1.0,0.0,1.0,105.00,,10.00,4,100.0,10.0,10.0,9.0,10.0,10.0
3819831,2,1.0,1.0,1.0,82.00,,39.00,5,92.0,9.0,9.0,9.0,9.0,9.0
8267620,1,1.0,0.0,1.0,110.00,,,0,,,,,,
7087957,2,1.0,1.0,1.0,126.00,200.00,40.00,29,98.0,10.0,10.0,10.0,10.0,10.0
1520549,1,0.5,1.0,1.0,65.00,350.00,35.00,4,80.0,8.0,10.0,10.0,10.0,9.0
9094872,2,1.0,1.0,1.0,99.00,,,0,,,,,,
9414303,3,1.0,1.0,1.0,85.00,,10.00,1,100.0,10.0,10.0,10.0,10.0,10.0
26116,4,1.0,2.0,2.0,199.00,500.00,100.00,110,97.0,10.0,10.0,10.0,10.0,9.0
7874053,4,1.0,2.0,2.0,250.00,,,1,,,,,,
6452801,4,1.0,2.0,2.0,159.00,250.00,40.00,18,100.0,10.0,10.0,10.0,10.0,10.0
8340841,2,1.0,1.0,1.0,125.00,,,8,100.0,10.0,10.0,10.0,10.0,10.0
9635943,2,1.5,1.0,1.0,45.00,,,0,,,,,,
8046691,2,1.0,1.0,1.0,110.00,,,2,90.0,9.0,10.0,10.0,10.0,10.0
9078843,6,1.0,2.0,3.0,109.00,150.00,100.00,0,,,,,,
8799909,3,1.0,1.0,2.0,110.00,,35.00,0,,,,,,
387079,4,,1.0,1.0,119.00,200.00,88.00,41,94.0,10.0,10.0,10.0,10.0,9.0
8292326,2,1.0,1.0,1.0,115.00,,65.00,0,,,,,,
10339144,2,1.0,0.0,1.0,60.00,,,0,,,,,,
5563136,2,1.0,1.0,1.0,100.00,,25.00,10,94.0,9.0,9.0,9.0,10.0,9.0
6079216,2,2.0,2.0,2.0,150.00,,,2,100.0,10.0,10.0,10.0,10.0,10.0
8955477,4,1.0,1.0,2.0,115.00,,,2,100.0,10.0,10.0,10.0,10.0,10.0
6424859,2,1.0,1.0,1.0,139.00,,35.00,24,100.0,10.0,10.0,10.0,10.0,10.0
7651702,4,1.0,0.0,2.0,100.00,95.00,30.00,7,86.0,10.0,10.0,10.0,9.0,8.0
6210952,8,2.0,2.0,3.0,300.00,800.00,150.00,2,100.0,10.0,10.0,10.0,10.0,10.0
9281758,2,1.0,0.0,1.0,98.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
2875975,5,1.0,4.0,4.0,200.00,250.00,100.00,1,100.0,10.0,10.0,10.0,10.0,10.0
7275027,4,1.0,1.0,2.0,89.00,,50.00,0,,,,,,
4318709,2,1.0,1.0,1.0,60.00,,,14,92.0,9.0,10.0,10.0,10.0,10.0
6939106,3,1.0,1.0,2.0,144.00,100.00,,45,98.0,10.0,10.0,10.0,10.0,9.0
2727938,2,1.0,0.0,1.0,110.00,,20.00,15,97.0,9.0,10.0,10.0,10.0,9.0
7695195,2,1.0,1.0,1.0,90.00,,,3,100.0,10.0,10.0,10.0,10.0,10.0
6445741,4,1.0,1.0,1.0,189.00,,,2,100.0,10.0,10.0,8.0,10.0,10.0
7381005,2,1.0,1.0,1.0,99.00,100.00,50.00,2,100.0,10.0,10.0,10.0,10.0,9.0
8724134,3,1.0,1.0,2.0,175.00,100.00,50.00,0,,,,,,
4023177,3,1.5,1.0,3.0,119.00,,20.00,33,96.0,9.0,10.0,10.0,10.0,9.0
1589681,2,1.0,0.0,1.0,80.00,,10.00,9,98.0,10.0,10.0,10.0,10.0,10.0
8524349,4,1.0,1.0,4.0,105.00,500.00,75.00,4,100.0,10.0,10.0,10.0,10.0,10.0
9429399,6,1.0,2.0,3.0,98.00,,75.00,2,90.0,10.0,10.0,10.0,10.0,10.0
7089415,2,1.0,1.0,1.0,99.00,,50.00,3,100.0,9.0,10.0,10.0,10.0,10.0
8033438,2,1.0,1.0,1.0,49.00,150.00,,18,92.0,9.0,10.0,9.0,10.0,10.0
6836330,3,1.0,1.0,1.0,90.00,,25.00,6,93.0,9.0,10.0,10.0,9.0,10.0
975179,2,1.0,1.0,1.0,55.00,150.00,,168,95.0,10.0,10.0,10.0,9.0,9.0
1956094,4,1.0,1.0,1.0,85.00,,,82,94.0,10.0,10.0,10.0,10.0,9.0
9619737,2,1.5,1.0,1.0,46.00,,,0,,,,,,
9463729,2,1.0,1.0,1.0,60.00,,,0,,,,,,
8866331,2,1.5,1.0,1.0,46.00,,,0,,,,,,
5457260,2,1.5,1.0,1.0,69.00,,,10,100.0,9.0,10.0,10.0,10.0,10.0
8594406,2,1.0,1.0,1.0,75.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
8484705,4,1.0,1.0,1.0,95.00,250.00,75.00,0,,,,,,
7714585,2,1.0,1.0,1.0,55.00,100.00,25.00,10,96.0,10.0,10.0,9.0,9.0,10.0
218741,3,1.0,1.0,1.0,90.00,150.00,,115,95.0,10.0,10.0,10.0,10.0,10.0
8551871,2,1.0,1.0,1.0,49.00,,30.00,4,95.0,10.0,10.0,10.0,10.0,10.0
8567933,6,1.0,2.0,3.0,115.00,95.00,75.00,9,98.0,10.0,10.0,10.0,10.0,10.0
7934963,4,1.0,1.0,2.0,49.00,150.00,,18,91.0,9.0,10.0,10.0,10.0,9.0
6481764,5,1.0,3.0,4.0,220.00,500.00,125.00,12,98.0,10.0,10.0,10.0,10.0,10.0
8426827,3,1.0,1.0,3.0,135.00,750.00,75.00,3,93.0,10.0,10.0,10.0,9.0,9.0
7771531,2,1.0,1.0,1.0,79.00,,,13,94.0,10.0,10.0,10.0,10.0,10.0
37234,2,1.0,1.0,2.0,99.00,,60.00,0,,,,,,
2060441,12,3.0,5.0,6.0,435.00,500.00,200.00,10,88.0,10.0,10.0,10.0,9.0,9.0
2158992,4,1.0,2.0,2.0,110.00,800.00,,4,100.0,10.0,10.0,10.0,10.0,10.0
8608414,2,1.0,1.0,1.0,130.00,500.00,100.00,0,,,,,,
5619397,4,1.0,2.0,2.0,220.00,300.00,,0,,,,,,
4144767,2,1.0,0.0,1.0,95.00,,129.00,5,84.0,9.0,8.0,9.0,8.0,8.0
1301535,7,1.0,2.0,3.0,105.00,150.00,25.00,89,95.0,10.0,10.0,10.0,9.0,10.0
3882930,2,1.0,1.0,1.0,60.00,,15.00,17,98.0,10.0,10.0,10.0,10.0,10.0
9186481,6,3.0,3.0,5.0,250.00,500.00,,0,,,,,,
5364244,4,1.0,1.0,2.0,130.00,200.00,65.00,32,98.0,10.0,10.0,10.0,9.0,10.0
4127196,3,1.0,1.0,2.0,95.00,,,4,90.0,10.0,10.0,10.0,10.0,10.0
30712,2,1.0,1.0,1.0,75.00,,,64,81.0,7.0,9.0,9.0,9.0,8.0
5632713,2,1.0,1.0,1.0,75.00,,15.00,16,98.0,10.0,10.0,10.0,10.0,10.0
2396734,8,1.0,4.0,4.0,265.00,100.00,90.00,23,98.0,10.0,10.0,10.0,10.0,10.0
4616634,2,1.0,0.0,1.0,105.00,,,72,99.0,10.0,10.0,10.0,10.0,10.0
1175308,4,1.5,2.0,3.0,100.00,250.00,75.00,2,100.0,10.0,10.0,10.0,10.0,10.0
3157738,5,1.0,3.0,3.0,175.00,500.00,25.00,10,88.0,9.0,9.0,10.0,10.0,9.0
8866927,2,1.0,0.0,1.0,65.00,,,5,100.0,10.0,10.0,10.0,10.0,10.0
3657819,2,1.0,1.0,1.0,99.00,,30.00,55,97.0,10.0,10.0,10.0,10.0,9.0
8212190,6,1.0,2.0,3.0,150.00,100.00,45.00,7,97.0,8.0,10.0,10.0,10.0,10.0
9030406,4,1.0,1.0,2.0,299.00,,155.00,0,,,,,,
6884820,2,1.0,1.0,1.0,45.00,,25.00,13,86.0,8.0,9.0,9.0,9.0,8.0
6821407,2,1.0,1.0,1.0,47.00,,20.00,38,95.0,10.0,10.0,10.0,10.0,10.0
9563749,2,1.0,1.0,1.0,38.00,,25.00,2,100.0,10.0,10.0,10.0,10.0,10.0
6474341,4,1.5,1.0,1.0,150.00,,100.00,11,96.0,9.0,10.0,9.0,9.0,9.0
7038750,2,1.0,1.0,1.0,80.00,,,3,100.0,10.0,10.0,10.0,10.0,9.0
7824929,2,1.0,1.0,1.0,69.00,100.00,15.00,6,97.0,10.0,10.0,10.0,10.0,10.0
2277640,3,1.0,2.0,1.0,89.00,,15.00,86,99.0,10.0,10.0,10.0,10.0,10.0
5620306,2,1.0,1.0,1.0,70.00,100.00,,2,100.0,10.0,10.0,10.0,10.0,10.0
9693971,2,1.0,1.0,1.0,40.00,,,0,,,,,,
4739190,3,1.0,0.0,1.0,106.00,,,19,97.0,10.0,10.0,10.0,10.0,10.0
5219336,2,1.0,1.0,1.0,100.00,,,11,94.0,10.0,9.0,10.0,8.0,9.0
2298775,2,1.0,1.0,1.0,60.00,,,23,94.0,9.0,10.0,10.0,9.0,10.0
7455706,3,1.0,1.0,1.0,70.00,,5.00,4,85.0,9.0,10.0,10.0,10.0,9.0
1142039,1,1.0,1.0,1.0,50.00,,,20,95.0,9.0,10.0,10.0,9.0,9.0
3563218,2,1.0,1.0,1.0,45.00,,25.00,29,92.0,9.0,10.0,10.0,9.0,9.0
7789264,3,1.0,1.0,3.0,119.00,,50.00,9,96.0,10.0,10.0,10.0,10.0,10.0
6935953,2,1.0,1.0,1.0,200.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
3441402,3,1.0,0.0,1.0,65.00,150.00,,106,95.0,10.0,10.0,10.0,9.0,10.0
921571,2,1.0,1.0,1.0,50.00,,,7,91.0,9.0,10.0,9.0,9.0,10.0
5205984,2,1.0,1.0,1.0,60.00,400.00,50.00,4,100.0,9.0,10.0,10.0,10.0,10.0
5352741,1,1.0,1.0,1.0,60.00,,,2,100.0,10.0,10.0,9.0,9.0,10.0
1461971,4,1.0,2.0,2.0,129.00,400.00,120.00,6,93.0,10.0,10.0,10.0,8.0,10.0
6690388,2,1.0,1.0,1.0,68.00,,75.00,16,100.0,10.0,10.0,10.0,10.0,10.0
1190571,2,1.0,1.0,1.0,60.00,,,9,89.0,8.0,9.0,10.0,9.0,9.0
231097,2,1.0,1.0,1.0,51.00,,,106,98.0,10.0,10.0,10.0,9.0,10.0
149489,2,2.0,1.0,1.0,50.00,,,0,,,,,,
3703121,4,1.0,2.0,2.0,150.00,,50.00,12,98.0,10.0,10.0,10.0,10.0,10.0
3004007,4,1.0,2.0,2.0,125.00,,50.00,23,99.0,10.0,10.0,10.0,10.0,10.0
3870937,4,1.0,1.0,2.0,119.00,150.00,50.00,37,97.0,10.0,10.0,10.0,10.0,10.0
3242247,2,1.0,1.0,1.0,87.00,150.00,30.00,26,95.0,10.0,10.0,10.0,10.0,9.0
6350606,2,1.0,1.0,1.0,130.00,,90.00,3,100.0,10.0,10.0,10.0,10.0,10.0
8131762,2,1.0,1.0,1.0,80.00,,,0,,,,,,
9345786,2,1.0,1.0,1.0,65.00,,,0,,,,,,
6741526,8,2.5,4.0,4.0,250.00,,125.00,12,95.0,9.0,10.0,10.0,10.0,10.0
6101613,8,1.5,3.0,3.0,159.00,,69.00,6,90.0,9.0,10.0,10.0,9.0,10.0
1190224,2,1.0,1.0,1.0,60.00,,,14,94.0,9.0,10.0,10.0,9.0,9.0
8704931,4,1.0,1.0,2.0,91.00,,30.00,5,100.0,10.0,10.0,10.0,10.0,10.0
9591718,1,1.0,1.0,1.0,125.00,400.00,50.00,0,,,,,,
9432497,2,1.0,1.0,1.0,43.00,,,5,88.0,10.0,10.0,10.0,9.0,9.0
7931111,2,1.0,1.0,1.0,68.00,200.00,25.00,7,100.0,10.0,10.0,10.0,10.0,10.0
5031357,3,1.0,1.0,1.0,70.00,450.00,50.00,2,80.0,10.0,10.0,10.0,10.0,9.0
6603376,10,2.5,3.0,4.0,252.00,300.00,149.00,32,99.0,10.0,10.0,10.0,10.0,10.0
3861673,2,1.0,1.0,1.0,71.00,100.00,,175,99.0,10.0,10.0,10.0,10.0,10.0
461234,2,1.0,1.0,1.0,99.00,,,146,96.0,10.0,10.0,10.0,10.0,10.0
3510818,2,1.0,1.0,1.0,140.00,500.00,100.00,19,98.0,10.0,10.0,10.0,10.0,10.0
6245498,3,1.0,2.0,2.0,105.00,,50.00,24,92.0,10.0,10.0,10.0,10.0,10.0
6557018,4,1.0,2.0,2.0,115.00,,60.00,13,92.0,10.0,10.0,9.0,9.0,9.0
170469,2,1.0,1.0,1.0,60.00,,,0,,,,,,
7873789,6,1.0,2.0,4.0,125.00,,15.00,22,98.0,10.0,10.0,10.0,10.0,10.0
6691873,2,1.0,1.0,1.0,90.00,500.00,30.00,39,95.0,10.0,10.0,10.0,10.0,10.0
7638689,6,1.0,2.0,4.0,150.00,125.00,90.00,4,95.0,10.0,10.0,10.0,10.0,10.0
5968862,4,2.0,2.0,2.0,200.00,,50.00,1,100.0,10.0,10.0,10.0,10.0,10.0
260613,2,1.0,1.0,1.0,135.00,800.00,125.00,18,98.0,10.0,10.0,10.0,10.0,9.0
4718820,1,1.0,1.0,1.0,35.00,,25.00,7,97.0,10.0,10.0,10.0,10.0,10.0
6897639,4,3.5,4.0,4.0,400.00,1000.00,150.00,0,,,,,,
1023693,2,1.0,1.0,1.0,115.00,250.00,75.00,119,98.0,10.0,10.0,10.0,10.0,10.0
4438871,2,1.0,1.0,1.0,86.00,,15.00,13,94.0,10.0,10.0,10.0,9.0,9.0
4438160,3,2.0,2.0,2.0,150.00,250.00,75.00,5,96.0,9.0,10.0,10.0,10.0,10.0
7870538,8,2.5,3.0,3.0,225.00,,160.00,5,100.0,10.0,10.0,10.0,10.0,10.0
6153532,2,1.0,1.0,1.0,118.00,,40.00,30,99.0,10.0,10.0,10.0,10.0,10.0
488268,2,1.0,1.0,1.0,58.00,,,85,94.0,9.0,10.0,10.0,10.0,10.0
6375415,7,2.5,3.0,5.0,375.00,300.00,100.00,18,97.0,10.0,10.0,10.0,10.0,9.0
4429898,3,1.0,2.0,1.0,89.00,,50.00,24,94.0,10.0,10.0,10.0,9.0,9.0
5991139,2,1.0,0.0,1.0,80.00,100.00,40.00,8,95.0,10.0,10.0,10.0,9.0,10.0
6130287,2,1.0,1.0,1.0,65.00,200.00,50.00,9,100.0,10.0,10.0,10.0,9.0,9.0
1623894,4,1.0,1.0,2.0,115.00,150.00,50.00,82,99.0,10.0,10.0,10.0,10.0,10.0
6453383,2,1.0,1.0,1.0,69.00,100.00,10.00,38,96.0,10.0,10.0,10.0,10.0,10.0
25002,4,1.0,1.0,2.0,75.00,,15.00,404,98.0,10.0,10.0,10.0,10.0,10.0
5183164,2,1.0,1.0,1.0,47.00,,,34,96.0,10.0,10.0,10.0,10.0,9.0
10235136,2,1.0,1.0,1.0,50.00,,,0,,,,,,
2352218,2,1.0,1.0,1.0,80.00,,,47,96.0,10.0,10.0,10.0,9.0,10.0
5695344,1,1.0,1.0,1.0,60.00,,,4,90.0,10.0,10.0,10.0,9.0,10.0
5403847,2,1.0,1.0,1.0,55.00,,,26,98.0,10.0,10.0,10.0,9.0,10.0
1187735,8,2.0,4.0,4.0,250.00,500.00,100.00,30,97.0,10.0,10.0,10.0,9.0,9.0
8976178,2,1.0,0.0,1.0,89.00,100.00,50.00,5,96.0,9.0,10.0,10.0,10.0,10.0
8717068,2,1.0,0.0,1.0,68.00,,,1,100.0,10.0,10.0,10.0,10.0,10.0
9717757,4,1.0,2.0,4.0,189.00,500.00,150.00,0,,,,,,
3308825,2,1.0,1.0,1.0,130.00,,50.00,20,99.0,10.0,10.0,10.0,10.0,9.0
8921924,1,1.0,1.0,1.0,35.00,,10.00,2,100.0,10.0,10.0,10.0,8.0,10.0
2260626,2,1.0,1.0,1.0,55.00,,,86,88.0,9.0,9.0,10.0,9.0,9.0
7635496,1,1.0,1.0,1.0,65.00,,,4,95.0,10.0,10.0,10.0,10.0,10.0
8086294,1,1.0,1.0,1.0,42.00,,15.00,3,100.0,10.0,10.0,10.0,10.0,10.0
1097766,2,1.0,1.0,1.0,55.00,,10.00,10,96.0,10.0,10.0,10.0,9.0,10.0
4950847,2,1.0,1.0,1.0,80.00,,,0,,,,,,
670056,2,1.0,1.0,1.0,56.00,300.00,20.00,15,85.0,9.0,10.0,10.0,9.0,9.0
7069080,1,1.0,1.0,1.0,50.00,,20.00,4,95.0,10.0,10.0,10.0,10.0,9.0
4701146,2,1.0,1.0,2.0,93.00,100.00,20.00,19,92.0,10.0,10.0,10.0,9.0,10.0
670021,2,1.0,1.0,1.0,54.00,300.00,20.00,11,76.0,7.0,9.0,9.0,8.0,7.0
6813623,6,2.0,3.0,3.0,240.00,500.00,100.00,10,100.0,10.0,10.0,10.0,9.0,10.0
3208667,3,1.5,1.0,3.0,62.00,,30.00,42,96.0,10.0,10.0,10.0,10.0,10.0
10332096,2,1.0,1.0,1.0,40.00,,,0,,,,,,
4951079,1,1.0,1.0,1.0,72.00,,,1,80.0,6.0,8.0,6.0,6.0,8.0
9233533,2,1.0,1.0,1.0,95.00,,25.00,3,100.0,10.0,10.0,10.0,9.0,10.0
6782993,2,1.0,1.0,2.0,53.00,,10.00,24,93.0,10.0,10.0,10.0,9.0,9.0
8340819,2,2.0,1.0,1.0,65.00,,,2,100.0,9.0,9.0,9.0,9.0,10.0
4024844,4,1.0,1.0,1.0,80.00,,35.00,41,97.0,10.0,10.0,10.0,10.0,10.0
5397134,2,1.0,0.0,1.0,105.00,150.00,,23,100.0,10.0,10.0,10.0,10.0,10.0
8061699,1,1.5,1.0,1.0,40.00,100.00,15.00,1,80.0,10.0,10.0,10.0,6.0,10.0
2934389,4,1.0,2.0,2.0,93.00,300.00,100.00,11,95.0,10.0,10.0,10.0,9.0,9.0
9316009,1,1.0,1.0,1.0,76.00,,,0,,,,,,
6652199,2,1.0,1.0,1.0,100.00,,,6,100.0,10.0,10.0,10.0,10.0,10.0
7948034,2,1.0,1.0,1.0,105.00,400.00,75.00,0,,,,,,
4291,2,1.0,1.0,1.0,82.00,,30.00,35,92.0,9.0,10.0,9.0,9.0,9.0
7018009,6,1.0,3.0,4.0,209.00,350.00,125.00,7,94.0,9.0,10.0,10.0,9.0,9.0
7661577,4,1.0,1.0,2.0,109.00,,,18,100.0,10.0,10.0,10.0,10.0,9.0
7418814,4,1.0,1.0,2.0,110.00,250.00,50.00,12,98.0,10.0,10.0,10.0,9.0,9.0
4825073,4,1.0,2.0,2.0,1000.00,,,1,100.0,10.0,10.0,10.0,8.0,10.0
9961388,2,1.0,1.0,1.0,60.00,,,0,,,,,,
8923774,4,1.0,0.0,2.0,80.00,250.00,80.00,4,100.0,10.0,10.0,10.0,10.0,10.0
7405128,4,1.0,0.0,1.0,90.00,,60.00,0,,,,,,
8953255,3,1.5,2.0,3.0,125.00,500.00,20.00,1,100.0,10.0,10.0,10.0,10.0,8.0
9410302,3,1.0,1.0,1.0,110.00,,30.00,0,,,,,,
8559462,6,1.0,1.0,1.0,86.00,250.00,83.00,1,100.0,10.0,10.0,10.0,10.0,10.0
9901852,4,1.0,1.0,2.0,165.00,250.00,83.00,0,,,,,,
1145941,6,1.5,3.0,4.0,149.00,,60.00,103,93.0,9.0,10.0,10.0,9.0,9.0
